"((16.63569859, 25.0, 17.91029277, 18.40543944, 15.22733113, 18.93287424, 17.50315696, 16.50462053, 19.18129087, 20.22272969, 14.07933597, 14.31529998, 14.59757188, 25.0, 19.38502111, 16.55688594, 20.5551646, 17.41736278, 25.0, 16.77437594, 25.0, 18.21145972, 19.86389334, 15.31903253, 17.72349564, 16.82393199, 25.0, 16.29977769, 25.0, 19.56030146, 25.0, 16.84083256, 15.17426656, 25.0, 22.52373386, 18.01836174, 16.04155226, 25.0, 15.19587793, 25.0, 25.0, 17.90701204, 15.67622792, 19.93557327, 20.49909759, 13.10826853), 'HF')","((16.86597109, 25.0, 12.44513706, 17.17821537, 15.44818638, 18.89254261, 21.29735059, 13.49296387, 17.40803993, 17.2670424, 14.02309544, 15.79796621, 17.67390673, 25.0, 20.00141265, 17.27641609, 25.0, 17.85558462, 25.0, 19.33145699, 25.0, 19.96072809, 17.18093837, 15.79907901, 16.60606071, 17.14772551, 25.0, 15.02766373, 25.0, 15.83580481, 22.50245979, 17.45678515, 16.61952149, 19.14393185, 21.68500229, 17.34852581, 17.25747341, 19.32520723, 15.28546903, 15.22633336, 25.0, 19.54124655, 16.828779, 25.0, 25.0, 13.34156605), '4G')","((16.86597109, 25.0, 12.44513706, 17.17821537, 15.44818638, 18.89254261, 21.29735059, 13.49296387, 17.40803993, 17.2670424, 14.02309544, 15.79796621, 17.67390673, 25.0, 20.00141265, 17.27641609, 25.0, 17.85558462, 25.0, 19.33145699, 25.0, 19.96072809, 17.18093837, 15.79907901, 16.60606071, 17.14772551, 25.0, 15.02766373, 25.0, 15.83580481, 22.50245979, 17.45678515, 16.61952149, 19.14393185, 21.68500229, 17.34852581, 17.25747341, 19.32520723, 15.28546903, 15.22633336, 25.0, 19.54124655, 16.828779, 25.0, 25.0, 13.34156605), 'FATE')"
"((18.86436828, 21.57085209, 13.36844864, 16.94335826, 16.40955219, 19.36968556, 16.93053942, 14.16556328, 16.13071108, 17.89868005, 12.34662317, 15.85206642, 17.02016006, 25.0, 25.0, 25.0, 25.0, 17.58936832, 25.0, 19.06157814, 25.0, 25.0, 25.0, 13.32418421, 17.5683491, 18.16950041, 19.33351663, 25.0, 25.0, 15.92294037, 21.94742929, 17.24234829, 25.0, 25.0, 20.05169162, 16.2012072, 17.12042236, 25.0, 19.84047345, 21.14605039, 20.15266141, 16.93763895, 15.24782627, 20.90589429, 19.62978189, 13.70432114), 'HF')","((18.23329041, 25.0, 13.6888546, 15.9128485, 16.39504314, 19.49352037, 18.40712714, 14.43867431, 16.46053081, 16.78774423, 12.43078412, 16.78550503, 18.12546163, 25.0, 25.0, 25.0, 25.0, 17.39981161, 25.0, 17.55371016, 25.0, 25.0, 25.0, 14.06314423, 16.72509198, 16.87006716, 18.98868048, 15.97027015, 25.0, 16.31630544, 21.94965324, 16.97497876, 25.0, 25.0, 20.19008677, 16.38689149, 17.60734482, 25.0, 20.73910133, 25.0, 18.66569547, 17.50624965, 14.81455872, 23.22840729, 25.0, 12.60107882), '4GF')","((18.23329041, 25.0, 13.6888546, 15.9128485, 16.39504314, 19.49352037, 18.40712714, 14.43867431, 16.46053081, 16.78774423, 12.43078412, 16.78550503, 18.12546163, 25.0, 25.0, 25.0, 25.0, 17.39981161, 25.0, 17.55371016, 25.0, 25.0, 25.0, 14.06314423, 16.72509198, 16.87006716, 18.98868048, 15.97027015, 25.0, 16.31630544, 21.94965324, 16.97497876, 25.0, 25.0, 20.19008677, 16.38689149, 17.60734482, 25.0, 20.73910133, 25.0, 18.66569547, 17.50624965, 14.81455872, 23.22840729, 25.0, 12.60107882), 'FATE')"
"((25.0, 15.6911749, 25.0, 25.0, 15.99436687, 25.0, 25.0, 17.83279618, 25.0, 25.0, 25.0, 16.23638019, 16.92404568, 23.06493608, 25.0, 25.0, 25.0, 18.7447583, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 15.97884085, 25.0, 25.0, 21.16744292, 25.0, 22.77059344, 18.11967011, 25.0, 25.0, 22.96637937, 25.0, 17.52572691, 25.0, 25.0, 25.0, 18.42978664, 25.0, 25.0, 25.0, 25.0, 12.54685777), 'NP')","((25.0, 15.9828617, 25.0, 25.0, 15.53492867, 25.0, 25.0, 16.63255935, 25.0, 25.0, 25.0, 18.73201291, 13.9224394, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 17.76905094, 25.0, 25.0, 25.0, 25.0, 18.02055048, 25.0, 18.20646401, 25.0, 25.0, 25.0, 25.0, 25.0, 20.82488601, 12.49783585), 'HF')","((25.0, 16.13880749, 25.0, 25.0, 15.89209812, 25.0, 25.0, 17.27371948, 20.72320452, 21.50073162, 25.0, 19.99586779, 14.78592678, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.18772765, 25.0, 25.0, 25.0, 25.0, 18.76979753, 25.0, 18.87895946, 25.0, 25.0, 25.0, 25.0, 25.0, 19.56942042, 13.1405066), '4GF')","((25.0, 16.13880749, 25.0, 25.0, 15.89209812, 25.0, 25.0, 17.27371948, 20.72320452, 21.50073162, 25.0, 19.99586779, 14.78592678, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.18772765, 25.0, 25.0, 25.0, 25.0, 18.76979753, 25.0, 18.87895946, 25.0, 25.0, 25.0, 25.0, 25.0, 19.56942042, 13.1405066), 'FATE')"
"((18.41252569, 25.0, 16.06932327, 15.65645438, 15.67468985, 19.01247037, 19.0742025, 14.46639991, 17.54529024, 17.8212398, 13.42012691, 15.62903573, 15.86166578, 20.64245282, 20.34593017, 17.88942412, 20.53102193, 16.26732354, 25.0, 19.66753666, 25.0, 18.01455994, 25.0, 15.15278556, 20.44939732, 17.11101399, 21.27864259, 15.83798847, 25.0, 25.0, 21.48856668, 17.25666694, 25.0, 20.48444774, 20.94199706, 20.73467976, 16.68610057, 25.0, 15.91060044, 19.55377969, 25.0, 17.76507188, 15.51093791, 25.0, 20.3553936, 13.50419344), 'PS')","((17.56926204, 25.0, 11.61817747, 16.32808887, 15.12441549, 16.58844516, 16.4363752, 13.74199214, 17.10713002, 17.92307422, 11.30187781, 15.45395088, 17.51718384, 25.0, 25.0, 25.0, 25.0, 16.72470998, 25.0, 19.74493596, 25.0, 25.0, 18.43852577, 13.76405731, 15.32713899, 16.84475017, 23.42415481, 16.35406916, 21.02053802, 16.87948281, 25.0, 16.57003753, 25.0, 25.0, 19.89607614, 15.21491416, 15.74754619, 20.29929936, 21.27564997, 18.33671422, 18.88682977, 17.16733227, 15.65286879, 22.39465109, 25.0, 13.30547657), 'NP')","((18.10485524, 25.0, 10.85767911, 15.76277463, 15.66046533, 17.17455564, 16.47561445, 12.84848817, 16.03845342, 17.77961705, 11.23601168, 16.19022383, 17.1930266, 25.0, 25.0, 25.0, 25.0, 17.49389096, 25.0, 17.86077156, 25.0, 25.0, 17.46978445, 12.97447691, 15.55153432, 16.90899523, 19.97441263, 15.12516437, 25.0, 15.96902258, 25.0, 16.51718666, 25.0, 25.0, 19.66068798, 15.05078177, 16.31172234, 19.89935388, 18.54614787, 20.48120444, 17.61553872, 16.75801151, 15.98754549, 24.13998344, 25.0, 12.68028055), 'HF')","((19.46171081, 25.0, 10.81258578, 15.52096747, 15.22768021, 18.31574116, 16.75397653, 15.02395783, 18.57237316, 18.85003639, 12.03818499, 18.38794357, 17.84045276, 25.0, 25.0, 25.0, 25.0, 16.52924317, 25.0, 17.97615711, 25.0, 25.0, 18.17188525, 13.94556148, 18.16493959, 17.51449617, 19.85683539, 14.85597221, 25.0, 16.1766591, 25.0, 16.59597579, 25.0, 25.0, 19.63926639, 15.03626901, 15.70808745, 18.5709347, 18.64558347, 19.09917199, 17.2445783, 18.71205397, 17.12425729, 25.0, 25.0, 12.66394408), '4GF')","((19.46171081, 25.0, 10.81258578, 15.52096747, 15.22768021, 18.31574116, 16.75397653, 15.02395783, 18.57237316, 18.85003639, 12.03818499, 18.38794357, 17.84045276, 25.0, 25.0, 25.0, 25.0, 16.52924317, 25.0, 17.97615711, 25.0, 25.0, 18.17188525, 13.94556148, 18.16493959, 17.51449617, 19.85683539, 14.85597221, 25.0, 16.1766591, 25.0, 16.59597579, 25.0, 25.0, 19.63926639, 15.03626901, 15.70808745, 18.5709347, 18.64558347, 19.09917199, 17.2445783, 18.71205397, 17.12425729, 25.0, 25.0, 12.66394408), 'FATE')"
"((18.98398024, 25.0, 14.69951203, 15.14817913, 15.79760269, 18.48131685, 17.34698805, 13.96219038, 14.15285587, 17.75746647, 11.31486565, 14.62222368, 16.60884292, 25.0, 25.0, 20.1372775, 18.01378678, 17.92084666, 25.0, 25.0, 25.0, 17.33274928, 25.0, 13.7140561, 17.69249293, 17.44379967, 19.91593295, 16.08183336, 25.0, 16.7155913, 21.4402366, 16.25077479, 25.0, 25.0, 20.93401747, 16.08732069, 15.84788241, 25.0, 16.14975927, 20.18246678, 25.0, 16.94290685, 13.59024238, 25.0, 25.0, 13.07211759), 'NP')","((17.45310488, 25.0, 11.67811704, 17.14560949, 14.98485574, 19.10663535, 20.1188943, 13.64099527, 17.26232123, 17.54750072, 15.03307126, 15.15553175, 17.47763672, 18.93212726, 25.0, 17.78002804, 18.13686721, 17.09490486, 25.0, 25.0, 25.0, 17.76652268, 18.74807728, 15.82355751, 16.33350154, 17.49307524, 20.23142525, 15.44140798, 25.0, 17.43789744, 25.0, 16.67823132, 17.29653081, 20.42415678, 22.06181389, 16.23058403, 16.29684571, 25.0, 15.21283574, 16.22756464, 25.0, 19.35905123, 16.07325597, 24.63955821, 25.0, 13.84323623), 'HF')","((18.34258569, 25.0, 15.72326853, 17.78750958, 15.33011552, 19.46753354, 19.47729762, 15.41480852, 19.61437489, 17.88672487, 16.43553423, 15.67568863, 16.42837173, 18.04436688, 25.0, 15.86050254, 15.89562122, 17.79665548, 25.0, 25.0, 25.0, 16.92916049, 16.95476026, 16.76013334, 17.4483562, 16.99357415, 21.1615398, 15.14362783, 25.0, 16.16913807, 25.0, 16.70443213, 16.01906928, 17.48759809, 22.54004174, 16.94779532, 16.77276974, 25.0, 16.20338216, 15.97888456, 25.0, 25.0, 16.06053155, 25.0, 25.0, 13.49042842), '4G')","((18.34258569, 25.0, 15.72326853, 17.78750958, 15.33011552, 19.46753354, 19.47729762, 15.41480852, 19.61437489, 17.88672487, 16.43553423, 15.67568863, 16.42837173, 18.04436688, 25.0, 15.86050254, 15.89562122, 17.79665548, 25.0, 25.0, 25.0, 16.92916049, 16.95476026, 16.76013334, 17.4483562, 16.99357415, 21.1615398, 15.14362783, 25.0, 16.16913807, 25.0, 16.70443213, 16.01906928, 17.48759809, 22.54004174, 16.94779532, 16.77276974, 25.0, 16.20338216, 15.97888456, 25.0, 25.0, 16.06053155, 25.0, 25.0, 13.49042842), 'FATE')"
"((25.0, 16.51263251, 25.0, 25.0, 16.59878146, 25.0, 25.0, 17.71760172, 25.0, 25.0, 25.0, 16.73118566, 14.39329018, 25.0, 25.0, 25.0, 20.09053374, 20.04626639, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 20.7264628, 19.87460917, 25.0, 25.0, 25.0, 20.26819145, 25.0, 18.88181234, 25.0, 25.0, 25.0, 25.0, 17.03223187, 25.0, 20.31977664, 25.0, 25.0, 19.68621705, 25.0, 21.34235981, 17.57203071, 12.63806381), 'PS')","((25.0, 15.83434889, 25.0, 21.17416334, 15.38131845, 25.0, 25.0, 17.46932707, 25.0, 25.0, 25.0, 18.07857792, 14.78566559, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 21.50809478, 25.0, 25.0, 25.0, 25.0, 20.19152233, 25.0, 19.03049611, 25.0, 25.0, 25.0, 25.0, 16.4193964, 25.0, 19.25253154, 25.0, 25.0, 25.0, 25.0, 25.0, 20.82031166, 13.40541286), 'NP')","((25.0, 15.9828617, 25.0, 25.0, 15.53492867, 25.0, 25.0, 16.63255935, 25.0, 25.0, 25.0, 18.73201291, 13.9224394, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 17.76905094, 25.0, 25.0, 25.0, 25.0, 18.02055048, 25.0, 18.20646401, 25.0, 25.0, 25.0, 25.0, 25.0, 20.82488601, 12.49783585), 'HF')","((25.0, 16.13880749, 25.0, 25.0, 15.89209812, 25.0, 25.0, 17.27371948, 20.72320452, 21.50073162, 25.0, 19.99586779, 14.78592678, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.18772765, 25.0, 25.0, 25.0, 25.0, 18.76979753, 25.0, 18.87895946, 25.0, 25.0, 25.0, 25.0, 25.0, 19.56942042, 13.1405066), '4GF')","((25.0, 16.13880749, 25.0, 25.0, 15.89209812, 25.0, 25.0, 17.27371948, 20.72320452, 21.50073162, 25.0, 19.99586779, 14.78592678, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.18772765, 25.0, 25.0, 25.0, 25.0, 18.76979753, 25.0, 18.87895946, 25.0, 25.0, 25.0, 25.0, 25.0, 19.56942042, 13.1405066), 'FATE')"
"((18.49498209, 25.0, 14.88556836, 17.63317306, 15.78958117, 18.82846329, 18.68891687, 15.33631504, 19.9058533, 19.19594181, 14.17114495, 15.60649992, 17.11147081, 25.0, 17.71831068, 15.63741703, 25.0, 16.17385783, 25.0, 19.01858728, 25.0, 18.41876875, 18.27711369, 16.25081744, 18.73056531, 18.70106394, 22.50548105, 15.36947329, 25.0, 25.0, 25.0, 17.14756129, 18.78793719, 20.6616834, 20.28439468, 16.78275701, 16.2358934, 19.365699, 17.18227125, 15.56614009, 20.53326331, 17.84180553, 16.2595223, 23.9341652, 25.0, 13.41734388), 'NP')","((17.57077268, 25.0, 12.15139998, 15.88673256, 15.102616, 17.48393546, 17.47121098, 13.32626041, 19.365512, 17.14454181, 13.13098857, 17.18891706, 17.39384796, 25.0, 18.47416934, 17.94430342, 20.31687015, 17.86497185, 25.0, 19.02978489, 25.0, 19.4333183, 16.65534898, 15.60511655, 16.83828975, 17.41985286, 20.67936265, 14.74332538, 19.85812938, 18.79568362, 25.0, 17.38514809, 18.41097389, 19.5320257, 21.52739379, 15.75756768, 16.48998345, 16.64115148, 15.17206049, 17.68559829, 25.0, 16.20701315, 15.70299924, 25.0, 25.0, 13.16722704), 'HF')","((18.23108707, 25.0, 11.36218007, 16.08193686, 15.7701969, 18.14911556, 19.52266592, 14.52434109, 19.24662311, 18.24987136, 13.24551271, 16.85735313, 16.86024763, 20.04333809, 20.70150766, 18.53237256, 20.47095514, 16.01928617, 25.0, 18.62178531, 25.0, 19.93177016, 17.72157066, 15.15994695, 17.16069553, 17.18369905, 20.42967228, 15.27049103, 20.81840639, 16.04972532, 25.0, 17.0650689, 19.61904507, 25.0, 19.37455808, 15.79655629, 16.53704148, 17.44832376, 16.55177278, 15.75755605, 25.0, 18.59295027, 16.49695088, 25.0, 25.0, 13.24508332), '4G')","((18.23108707, 25.0, 11.36218007, 16.08193686, 15.7701969, 18.14911556, 19.52266592, 14.52434109, 19.24662311, 18.24987136, 13.24551271, 16.85735313, 16.86024763, 20.04333809, 20.70150766, 18.53237256, 20.47095514, 16.01928617, 25.0, 18.62178531, 25.0, 19.93177016, 17.72157066, 15.15994695, 17.16069553, 17.18369905, 20.42967228, 15.27049103, 20.81840639, 16.04972532, 25.0, 17.0650689, 19.61904507, 25.0, 19.37455808, 15.79655629, 16.53704148, 17.44832376, 16.55177278, 15.75755605, 25.0, 18.59295027, 16.49695088, 25.0, 25.0, 13.24508332), 'FATE')"
"((19.741171, 25.0, 17.08518779, 17.99932511, 15.56631024, 25.0, 20.43820575, 16.14733671, 15.29884967, 18.9741218, 15.42639653, 13.75279125, 15.42291634, 25.0, 25.0, 25.0, 25.0, 20.74863337, 25.0, 25.0, 25.0, 25.0, 25.0, 14.46501595, 20.20561421, 17.20051699, 25.0, 18.3665107, 25.0, 25.0, 22.79903735, 16.82314871, 25.0, 25.0, 20.67234087, 19.55509219, 17.22032407, 25.0, 22.8295345, 25.0, 25.0, 17.72988055, 14.17960871, 21.59192114, 20.10116192, 13.08055587), 'PS')","((25.0, 25.0, 25.0, 18.78117967, 16.43752448, 25.0, 22.18572524, 16.86021827, 15.94398557, 20.33883716, 16.16162354, 15.93251014, 18.20588387, 25.0, 25.0, 25.0, 25.0, 17.78790006, 25.0, 25.0, 25.0, 25.0, 25.0, 14.48229213, 17.21818246, 16.63748332, 25.0, 25.0, 25.0, 25.0, 25.0, 18.64598377, 25.0, 25.0, 20.06370251, 21.02805547, 17.66359318, 25.0, 25.0, 25.0, 25.0, 20.36905611, 16.16843832, 22.15366215, 25.0, 14.56666409), 'NP')","((25.0, 25.0, 25.0, 18.4186441, 15.10834627, 25.0, 21.90544908, 16.12500747, 14.18991894, 18.71779257, 13.44227746, 15.78166249, 16.63380542, 25.0, 25.0, 25.0, 25.0, 16.34553825, 25.0, 25.0, 25.0, 25.0, 25.0, 14.39075147, 17.02529567, 17.60183323, 25.0, 25.0, 25.0, 25.0, 25.0, 16.54194764, 25.0, 25.0, 20.99050479, 17.63598985, 17.07463954, 25.0, 25.0, 25.0, 25.0, 17.76559715, 15.17687893, 22.14714731, 25.0, 13.46592065), 'HF')","((25.0, 25.0, 25.0, 17.94492943, 15.06978177, 25.0, 25.0, 16.48861712, 15.5010427, 18.84238292, 15.54542321, 16.43455305, 17.93682525, 25.0, 25.0, 25.0, 25.0, 18.130285, 25.0, 25.0, 25.0, 25.0, 25.0, 14.1028727, 18.65310668, 16.7185679, 25.0, 25.0, 25.0, 25.0, 25.0, 16.13447926, 25.0, 25.0, 22.77907563, 20.34662895, 16.2721526, 25.0, 25.0, 25.0, 20.2672411, 19.0072974, 14.81502902, 21.56103255, 20.33299002, 11.87143866), '4GF')","((25.0, 25.0, 25.0, 17.94492943, 15.06978177, 25.0, 25.0, 16.48861712, 15.5010427, 18.84238292, 15.54542321, 16.43455305, 17.93682525, 25.0, 25.0, 25.0, 25.0, 18.130285, 25.0, 25.0, 25.0, 25.0, 25.0, 14.1028727, 18.65310668, 16.7185679, 25.0, 25.0, 25.0, 25.0, 25.0, 16.13447926, 25.0, 25.0, 22.77907563, 20.34662895, 16.2721526, 25.0, 25.0, 25.0, 20.2672411, 19.0072974, 14.81502902, 21.56103255, 20.33299002, 11.87143866), 'FATE')"
"((19.32722369, 25.0, 13.69822139, 16.22047146, 16.3503862, 17.87273965, 17.43511631, 13.95064676, 16.74965689, 19.2810002, 12.76946061, 16.71974792, 16.81280897, 25.0, 25.0, 25.0, 25.0, 16.82346938, 25.0, 18.63880655, 25.0, 21.29045684, 20.90363114, 14.05941245, 17.92432529, 17.32549647, 19.98515204, 18.16481081, 25.0, 15.96101895, 25.0, 17.78123489, 20.25123545, 25.0, 20.23314533, 17.19826428, 17.17489364, 25.0, 19.47246316, 25.0, 18.84126851, 17.30717294, 15.51418664, 21.43479583, 25.0, 13.85118143), 'HF')","((20.05742884, 25.0, 13.92515847, 15.60421033, 16.74313972, 18.38095034, 17.85013721, 14.89856924, 16.06054477, 18.59704867, 12.66719502, 17.15904266, 17.29990275, 25.0, 25.0, 25.0, 25.0, 17.40972698, 25.0, 17.24698825, 25.0, 25.0, 20.87631952, 14.09609856, 18.23903734, 19.12594863, 20.06138339, 16.46929491, 19.38590876, 16.09406322, 25.0, 17.43037485, 19.10353467, 25.0, 19.97742132, 17.6064472, 17.16344729, 25.0, 18.85362134, 25.0, 18.14176237, 17.15150051, 15.18131733, 23.72312045, 25.0, 13.99619607), '4GF')","((20.05742884, 25.0, 13.92515847, 15.60421033, 16.74313972, 18.38095034, 17.85013721, 14.89856924, 16.06054477, 18.59704867, 12.66719502, 17.15904266, 17.29990275, 25.0, 25.0, 25.0, 25.0, 17.40972698, 25.0, 17.24698825, 25.0, 25.0, 20.87631952, 14.09609856, 18.23903734, 19.12594863, 20.06138339, 16.46929491, 19.38590876, 16.09406322, 25.0, 17.43037485, 19.10353467, 25.0, 19.97742132, 17.6064472, 17.16344729, 25.0, 18.85362134, 25.0, 18.14176237, 17.15150051, 15.18131733, 23.72312045, 25.0, 13.99619607), 'FATE')"
"((17.00669955, 25.0, 19.04602351, 17.36062641, 15.66585456, 18.35472976, 17.54143057, 15.76842839, 18.46185836, 20.18326661, 13.23495138, 14.82822189, 15.28942723, 19.5745281, 19.95745404, 15.39560668, 15.79524978, 25.0, 25.0, 20.66812596, 25.0, 19.23175716, 25.0, 14.79708222, 21.77039367, 17.16273351, 19.73227494, 17.97930669, 25.0, 20.00944891, 25.0, 17.45440501, 19.34372603, 20.34846925, 21.20119254, 17.86951433, 16.04852151, 25.0, 15.65680092, 20.195791, 25.0, 18.13231547, 14.95876739, 24.02258117, 20.25276969, 13.10802367), 'NP')","((17.45310488, 25.0, 11.67811704, 17.14560949, 14.98485574, 19.10663535, 20.1188943, 13.64099527, 17.26232123, 17.54750072, 15.03307126, 15.15553175, 17.47763672, 18.93212726, 25.0, 17.78002804, 18.13686721, 17.09490486, 25.0, 25.0, 25.0, 17.76652268, 18.74807728, 15.82355751, 16.33350154, 17.49307524, 20.23142525, 15.44140798, 25.0, 17.43789744, 25.0, 16.67823132, 17.29653081, 20.42415678, 22.06181389, 16.23058403, 16.29684571, 25.0, 15.21283574, 16.22756464, 25.0, 19.35905123, 16.07325597, 24.63955821, 25.0, 13.84323623), 'HF')","((18.34258569, 25.0, 15.72326853, 17.78750958, 15.33011552, 19.46753354, 19.47729762, 15.41480852, 19.61437489, 17.88672487, 16.43553423, 15.67568863, 16.42837173, 18.04436688, 25.0, 15.86050254, 15.89562122, 17.79665548, 25.0, 25.0, 25.0, 16.92916049, 16.95476026, 16.76013334, 17.4483562, 16.99357415, 21.1615398, 15.14362783, 25.0, 16.16913807, 25.0, 16.70443213, 16.01906928, 17.48759809, 22.54004174, 16.94779532, 16.77276974, 25.0, 16.20338216, 15.97888456, 25.0, 25.0, 16.06053155, 25.0, 25.0, 13.49042842), '4G')","((18.34258569, 25.0, 15.72326853, 17.78750958, 15.33011552, 19.46753354, 19.47729762, 15.41480852, 19.61437489, 17.88672487, 16.43553423, 15.67568863, 16.42837173, 18.04436688, 25.0, 15.86050254, 15.89562122, 17.79665548, 25.0, 25.0, 25.0, 16.92916049, 16.95476026, 16.76013334, 17.4483562, 16.99357415, 21.1615398, 15.14362783, 25.0, 16.16913807, 25.0, 16.70443213, 16.01906928, 17.48759809, 22.54004174, 16.94779532, 16.77276974, 25.0, 16.20338216, 15.97888456, 25.0, 25.0, 16.06053155, 25.0, 25.0, 13.49042842), 'FATE')"
"((18.11963452, 25.0, 19.61824534, 17.90057287, 16.26160741, 18.20435047, 18.70069789, 15.70178192, 20.48216968, 19.46317574, 13.70066272, 15.54644421, 15.61450565, 25.0, 19.57523584, 16.65288755, 18.81470016, 18.33422847, 25.0, 19.24382939, 25.0, 25.0, 21.70969481, 15.49017366, 17.94170053, 19.79551222, 25.0, 15.43088219, 25.0, 25.0, 21.45211882, 18.47653293, 16.71597434, 20.7249528, 25.0, 18.32180901, 16.27131304, 25.0, 16.2685705, 25.0, 25.0, 19.12327528, 15.63322188, 22.18639455, 19.9843778, 14.25487231), 'HF')","((19.79701385, 25.0, 12.98699504, 15.95410327, 14.79419194, 19.47202085, 17.98099553, 14.30753015, 17.47282864, 17.99422232, 12.47672303, 16.38403118, 16.3337865, 25.0, 25.0, 25.0, 25.0, 16.52196266, 25.0, 19.1013906, 25.0, 25.0, 20.41818344, 13.63591836, 15.4280181, 17.54324174, 25.0, 15.58224839, 25.0, 25.0, 22.78699796, 15.54159736, 25.0, 25.0, 21.90577042, 16.82292572, 17.26454273, 25.0, 21.01833824, 25.0, 19.78931214, 16.42851971, 15.77772926, 22.87319553, 18.3921936, 14.12869982), '4GF')","((19.79701385, 25.0, 12.98699504, 15.95410327, 14.79419194, 19.47202085, 17.98099553, 14.30753015, 17.47282864, 17.99422232, 12.47672303, 16.38403118, 16.3337865, 25.0, 25.0, 25.0, 25.0, 16.52196266, 25.0, 19.1013906, 25.0, 25.0, 20.41818344, 13.63591836, 15.4280181, 17.54324174, 25.0, 15.58224839, 25.0, 25.0, 22.78699796, 15.54159736, 25.0, 25.0, 21.90577042, 16.82292572, 17.26454273, 25.0, 21.01833824, 25.0, 19.78931214, 16.42851971, 15.77772926, 22.87319553, 18.3921936, 14.12869982), 'FATE')"
"((18.09595523, 25.0, 25.0, 19.51394946, 15.88576904, 20.02424254, 19.42750078, 16.01764462, 15.70607414, 18.50788122, 15.80941658, 14.90014244, 16.64411626, 25.0, 25.0, 25.0, 19.43127363, 16.20704387, 25.0, 25.0, 25.0, 25.0, 25.0, 14.63570718, 21.66780391, 16.66720608, 21.11932974, 18.46335166, 25.0, 16.1444864, 25.0, 17.52829378, 25.0, 25.0, 22.7692794, 21.04654551, 17.1239072, 25.0, 21.82326726, 25.0, 20.12808907, 17.45475898, 15.68866224, 22.16134544, 25.0, 14.07215234), 'NP')","((20.87797531, 25.0, 25.0, 17.11100624, 16.53785237, 19.44364459, 19.75357679, 15.29121643, 16.87114821, 17.95396613, 14.32929014, 16.51939858, 17.37630722, 25.0, 25.0, 20.63812843, 19.92427333, 16.85121128, 25.0, 25.0, 25.0, 25.0, 25.0, 14.25958692, 20.93735213, 16.78322405, 20.09756669, 19.64779028, 25.0, 19.33205445, 25.0, 18.54050363, 25.0, 25.0, 21.84553989, 25.0, 16.96760216, 25.0, 25.0, 25.0, 25.0, 18.05970268, 15.87491455, 22.78469322, 25.0, 14.44986458), 'HF')","((25.0, 25.0, 25.0, 17.34634278, 16.66418785, 19.56974655, 20.83729767, 17.38612462, 15.34031281, 19.35484552, 15.67490912, 17.58654249, 19.30519061, 25.0, 25.0, 25.0, 25.0, 18.03978104, 25.0, 25.0, 25.0, 25.0, 25.0, 16.82673878, 17.75574175, 16.84970679, 20.61914955, 19.54682646, 25.0, 19.18415831, 25.0, 17.49032806, 25.0, 25.0, 22.81327809, 25.0, 17.92012161, 25.0, 25.0, 25.0, 20.45986119, 19.75299863, 15.45847625, 21.79812282, 25.0, 13.3891616), '4GF')","((25.0, 25.0, 25.0, 17.34634278, 16.66418785, 19.56974655, 20.83729767, 17.38612462, 15.34031281, 19.35484552, 15.67490912, 17.58654249, 19.30519061, 25.0, 25.0, 25.0, 25.0, 18.03978104, 25.0, 25.0, 25.0, 25.0, 25.0, 16.82673878, 17.75574175, 16.84970679, 20.61914955, 19.54682646, 25.0, 19.18415831, 25.0, 17.49032806, 25.0, 25.0, 22.81327809, 25.0, 17.92012161, 25.0, 25.0, 25.0, 20.45986119, 19.75299863, 15.45847625, 21.79812282, 25.0, 13.3891616), 'FATE')"
