"((25.0, 16.53673249, 25.0, 25.0, 15.96630332, 25.0, 25.0, 19.34192086, 25.0, 25.0, 25.0, 16.66481817, 15.2912736, 25.0, 25.0, 25.0, 19.47659188, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 20.38455778, 25.0, 25.0, 25.0, 25.0, 20.11430901, 22.3856355, 17.9718413, 25.0, 25.0, 25.0, 25.0, 17.29144063, 25.0, 18.91658051, 25.0, 20.44188021, 25.0, 25.0, 25.0, 25.0, 13.09338306), 'NP')","((25.0, 15.9828617, 25.0, 25.0, 15.53492867, 25.0, 25.0, 16.63255935, 25.0, 25.0, 25.0, 18.73201291, 13.9224394, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 17.76905094, 25.0, 25.0, 25.0, 25.0, 18.02055048, 25.0, 18.20646401, 25.0, 25.0, 25.0, 25.0, 25.0, 20.82488601, 12.49783585), 'HF')","((25.0, 16.13880749, 25.0, 25.0, 15.89209812, 25.0, 25.0, 17.27371948, 20.72320452, 21.50073162, 25.0, 19.99586779, 14.78592678, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.18772765, 25.0, 25.0, 25.0, 25.0, 18.76979753, 25.0, 18.87895946, 25.0, 25.0, 25.0, 25.0, 25.0, 19.56942042, 13.1405066), '4GF')","((25.0, 16.13880749, 25.0, 25.0, 15.89209812, 25.0, 25.0, 17.27371948, 20.72320452, 21.50073162, 25.0, 19.99586779, 14.78592678, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.18772765, 25.0, 25.0, 25.0, 25.0, 18.76979753, 25.0, 18.87895946, 25.0, 25.0, 25.0, 25.0, 25.0, 19.56942042, 13.1405066), 'FATE')"
"((25.0, 15.02362143, 25.0, 19.95112548, 16.51531259, 25.0, 25.0, 18.73322395, 25.0, 25.0, 25.0, 15.73364041, 14.70976166, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.48283628, 25.0, 25.0, 25.0, 20.2383966, 25.0, 18.15508137, 25.0, 25.0, 25.0, 19.67034595, 16.50104388, 25.0, 18.11261161, 25.0, 25.0, 25.0, 25.0, 22.72132361, 18.87273279, 12.64769276), 'NP')","((25.0, 15.9828617, 25.0, 25.0, 15.53492867, 25.0, 25.0, 16.63255935, 25.0, 25.0, 25.0, 18.73201291, 13.9224394, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 17.76905094, 25.0, 25.0, 25.0, 25.0, 18.02055048, 25.0, 18.20646401, 25.0, 25.0, 25.0, 25.0, 25.0, 20.82488601, 12.49783585), 'HF')","((25.0, 16.13880749, 25.0, 25.0, 15.89209812, 25.0, 25.0, 17.27371948, 20.72320452, 21.50073162, 25.0, 19.99586779, 14.78592678, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.18772765, 25.0, 25.0, 25.0, 25.0, 18.76979753, 25.0, 18.87895946, 25.0, 25.0, 25.0, 25.0, 25.0, 19.56942042, 13.1405066), '4GF')","((25.0, 16.13880749, 25.0, 25.0, 15.89209812, 25.0, 25.0, 17.27371948, 20.72320452, 21.50073162, 25.0, 19.99586779, 14.78592678, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.18772765, 25.0, 25.0, 25.0, 25.0, 18.76979753, 25.0, 18.87895946, 25.0, 25.0, 25.0, 25.0, 25.0, 19.56942042, 13.1405066), 'FATE')"
"((17.93565846, 25.0, 16.22536532, 18.47342771, 15.25330496, 20.50522045, 18.32322731, 14.08608695, 18.87549402, 17.57920342, 13.22007426, 14.82352784, 15.29295411, 19.82774359, 25.0, 16.46743588, 16.91447646, 17.13306397, 25.0, 16.89514993, 25.0, 16.95141537, 19.50158091, 15.82794838, 16.54823573, 15.63965431, 19.60067953, 15.45233205, 25.0, 25.0, 25.0, 17.23872235, 17.94085279, 20.26787769, 21.41312935, 16.09460624, 14.90042541, 25.0, 15.34064969, 18.10007751, 25.0, 17.565809, 14.89665342, 25.0, 25.0, 12.38856623), 'NP')","((17.45310488, 25.0, 11.67811704, 17.14560949, 14.98485574, 19.10663535, 20.1188943, 13.64099527, 17.26232123, 17.54750072, 15.03307126, 15.15553175, 17.47763672, 18.93212726, 25.0, 17.78002804, 18.13686721, 17.09490486, 25.0, 25.0, 25.0, 17.76652268, 18.74807728, 15.82355751, 16.33350154, 17.49307524, 20.23142525, 15.44140798, 25.0, 17.43789744, 25.0, 16.67823132, 17.29653081, 20.42415678, 22.06181389, 16.23058403, 16.29684571, 25.0, 15.21283574, 16.22756464, 25.0, 19.35905123, 16.07325597, 24.63955821, 25.0, 13.84323623), 'HF')","((18.34258569, 25.0, 15.72326853, 17.78750958, 15.33011552, 19.46753354, 19.47729762, 15.41480852, 19.61437489, 17.88672487, 16.43553423, 15.67568863, 16.42837173, 18.04436688, 25.0, 15.86050254, 15.89562122, 17.79665548, 25.0, 25.0, 25.0, 16.92916049, 16.95476026, 16.76013334, 17.4483562, 16.99357415, 21.1615398, 15.14362783, 25.0, 16.16913807, 25.0, 16.70443213, 16.01906928, 17.48759809, 22.54004174, 16.94779532, 16.77276974, 25.0, 16.20338216, 15.97888456, 25.0, 25.0, 16.06053155, 25.0, 25.0, 13.49042842), '4G')","((18.34258569, 25.0, 15.72326853, 17.78750958, 15.33011552, 19.46753354, 19.47729762, 15.41480852, 19.61437489, 17.88672487, 16.43553423, 15.67568863, 16.42837173, 18.04436688, 25.0, 15.86050254, 15.89562122, 17.79665548, 25.0, 25.0, 25.0, 16.92916049, 16.95476026, 16.76013334, 17.4483562, 16.99357415, 21.1615398, 15.14362783, 25.0, 16.16913807, 25.0, 16.70443213, 16.01906928, 17.48759809, 22.54004174, 16.94779532, 16.77276974, 25.0, 16.20338216, 15.97888456, 25.0, 25.0, 16.06053155, 25.0, 25.0, 13.49042842), 'FATE')"
"((25.0, 25.0, 17.58941845, 18.14629879, 15.36853105, 25.0, 18.72596651, 16.61552918, 16.14225756, 17.86911987, 14.83195471, 14.77396063, 16.40235778, 25.0, 25.0, 25.0, 19.6485415, 18.8863637, 25.0, 18.90461293, 25.0, 25.0, 25.0, 14.28399964, 20.07168772, 17.32620934, 19.38197065, 17.52385748, 21.08432959, 17.42869418, 25.0, 17.02889712, 25.0, 25.0, 20.14685226, 20.93592889, 16.06429584, 20.20252037, 18.85183035, 25.0, 19.31023976, 17.10233731, 14.83686602, 22.07355987, 18.5557561, 12.91526915), 'HF')","((19.58793584, 25.0, 19.41830498, 17.27911696, 15.05658559, 20.64301784, 18.17834591, 14.86105255, 16.59513869, 17.80870026, 12.44786393, 18.97855198, 17.67671175, 25.0, 25.0, 25.0, 18.45841999, 15.35019965, 25.0, 18.24229977, 25.0, 25.0, 25.0, 14.70156803, 17.47351487, 17.49632296, 19.19214644, 18.58381422, 25.0, 18.37205054, 25.0, 15.65058391, 25.0, 25.0, 21.75617492, 19.20108694, 16.65549063, 20.10956538, 22.10510737, 25.0, 18.12464412, 17.26610689, 14.90321184, 22.41096401, 17.65962822, 12.44262431), '4GF')","((19.58793584, 25.0, 19.41830498, 17.27911696, 15.05658559, 20.64301784, 18.17834591, 14.86105255, 16.59513869, 17.80870026, 12.44786393, 18.97855198, 17.67671175, 25.0, 25.0, 25.0, 18.45841999, 15.35019965, 25.0, 18.24229977, 25.0, 25.0, 25.0, 14.70156803, 17.47351487, 17.49632296, 19.19214644, 18.58381422, 25.0, 18.37205054, 25.0, 15.65058391, 25.0, 25.0, 21.75617492, 19.20108694, 16.65549063, 20.10956538, 22.10510737, 25.0, 18.12464412, 17.26610689, 14.90321184, 22.41096401, 17.65962822, 12.44262431), 'FATE')"
"((18.59361746, 25.0, 15.88323985, 16.78945232, 17.09348364, 18.03461559, 18.65736513, 15.65568965, 18.18186515, 18.61157899, 12.90221364, 16.73317923, 18.25488265, 25.0, 25.0, 25.0, 25.0, 17.91625014, 25.0, 20.29397058, 25.0, 25.0, 25.0, 14.81844039, 18.38748219, 17.74570331, 25.0, 18.06314, 21.6068134, 18.30101356, 25.0, 17.14232457, 25.0, 25.0, 21.67429887, 18.89175433, 18.31462818, 25.0, 25.0, 25.0, 25.0, 18.30681249, 15.86547413, 24.21095862, 20.66785227, 13.8358683), 'HF')","((19.45659917, 25.0, 15.21913323, 15.91056994, 15.94974756, 20.28278712, 17.73206286, 15.19052779, 18.02682616, 18.50241395, 13.11981405, 16.83546656, 20.3540951, 25.0, 25.0, 25.0, 25.0, 17.51129457, 25.0, 18.89492246, 25.0, 25.0, 25.0, 14.43835347, 16.54111355, 17.46022889, 25.0, 18.45452928, 25.0, 19.97864748, 25.0, 17.39665239, 25.0, 25.0, 19.80284019, 16.32617171, 17.08122197, 25.0, 25.0, 25.0, 25.0, 18.15839914, 16.04285848, 23.10712304, 20.52620945, 14.54135503), '4GF')","((19.45659917, 25.0, 15.21913323, 15.91056994, 15.94974756, 20.28278712, 17.73206286, 15.19052779, 18.02682616, 18.50241395, 13.11981405, 16.83546656, 20.3540951, 25.0, 25.0, 25.0, 25.0, 17.51129457, 25.0, 18.89492246, 25.0, 25.0, 25.0, 14.43835347, 16.54111355, 17.46022889, 25.0, 18.45452928, 25.0, 19.97864748, 25.0, 17.39665239, 25.0, 25.0, 19.80284019, 16.32617171, 17.08122197, 25.0, 25.0, 25.0, 25.0, 18.15839914, 16.04285848, 23.10712304, 20.52620945, 14.54135503), 'FATE')"
"((25.0, 25.0, 25.0, 19.69641724, 15.29452861, 25.0, 21.40476569, 16.97173272, 16.40845691, 18.99186963, 25.0, 14.345023, 16.03025387, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 19.98333184, 25.0, 25.0, 25.0, 14.91211641, 18.83772733, 17.60823332, 25.0, 25.0, 25.0, 16.44922534, 25.0, 17.93357799, 25.0, 25.0, 25.0, 25.0, 15.87654432, 25.0, 22.40693395, 25.0, 25.0, 25.0, 25.0, 19.91199269, 18.88702237, 13.91126489), 'NP')","((25.0, 25.0, 25.0, 19.02205887, 16.67475034, 25.0, 20.4489857, 17.05400566, 15.58683228, 19.79006607, 25.0, 15.1740935, 16.64857445, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 15.57197501, 20.70159164, 18.35122657, 25.0, 25.0, 25.0, 15.60050554, 25.0, 18.47764956, 25.0, 25.0, 24.45747348, 25.0, 16.91174482, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 22.69695284, 25.0, 14.15177224), 'HF')","((25.0, 25.0, 25.0, 23.01628542, 15.95628353, 25.0, 21.13224978, 18.10641603, 15.82160666, 20.07442655, 25.0, 17.55600745, 18.27398951, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 14.3463436, 21.6525586, 17.92933298, 25.0, 25.0, 25.0, 16.33271426, 25.0, 17.5614378, 25.0, 25.0, 22.79685295, 25.0, 17.38687423, 25.0, 22.26579777, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 13.89677335), '4GF')","((25.0, 25.0, 25.0, 23.01628542, 15.95628353, 25.0, 21.13224978, 18.10641603, 15.82160666, 20.07442655, 25.0, 17.55600745, 18.27398951, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 14.3463436, 21.6525586, 17.92933298, 25.0, 25.0, 25.0, 16.33271426, 25.0, 17.5614378, 25.0, 25.0, 22.79685295, 25.0, 17.38687423, 25.0, 22.26579777, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 13.89677335), 'FATE')"
"((25.0, 15.76384191, 25.0, 20.04815647, 15.76224646, 25.0, 25.0, 16.46854237, 25.0, 19.6711276, 25.0, 15.71135693, 15.47631742, 25.0, 20.72596501, 19.18924205, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 19.84742187, 25.0, 18.77619519, 25.0, 25.0, 25.0, 25.0, 16.91065608, 25.0, 18.13790406, 25.0, 18.99670144, 25.0, 25.0, 25.0, 25.0, 12.70965493), 'NP')","((25.0, 15.9828617, 25.0, 25.0, 15.53492867, 25.0, 25.0, 16.63255935, 25.0, 25.0, 25.0, 18.73201291, 13.9224394, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 17.76905094, 25.0, 25.0, 25.0, 25.0, 18.02055048, 25.0, 18.20646401, 25.0, 25.0, 25.0, 25.0, 25.0, 20.82488601, 12.49783585), 'HF')","((25.0, 16.13880749, 25.0, 25.0, 15.89209812, 25.0, 25.0, 17.27371948, 20.72320452, 21.50073162, 25.0, 19.99586779, 14.78592678, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.18772765, 25.0, 25.0, 25.0, 25.0, 18.76979753, 25.0, 18.87895946, 25.0, 25.0, 25.0, 25.0, 25.0, 19.56942042, 13.1405066), '4GF')","((25.0, 16.13880749, 25.0, 25.0, 15.89209812, 25.0, 25.0, 17.27371948, 20.72320452, 21.50073162, 25.0, 19.99586779, 14.78592678, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.18772765, 25.0, 25.0, 25.0, 25.0, 18.76979753, 25.0, 18.87895946, 25.0, 25.0, 25.0, 25.0, 25.0, 19.56942042, 13.1405066), 'FATE')"
"((25.0, 25.0, 16.36863774, 16.65208826, 15.96950065, 20.82873874, 20.25175206, 17.00440513, 14.5464633, 17.1180192, 12.87352846, 14.10476376, 18.28056222, 25.0, 25.0, 25.0, 25.0, 17.86616371, 25.0, 25.0, 25.0, 25.0, 20.5468816, 13.23514588, 21.4220367, 16.87294709, 19.41339027, 18.68795113, 25.0, 18.19030716, 25.0, 18.54657253, 25.0, 25.0, 20.68091985, 20.08940914, 15.84545014, 25.0, 21.27607104, 25.0, 19.3321806, 17.41052155, 14.42686403, 22.81369961, 25.0, 12.88158596), 'HF')","((25.0, 25.0, 14.96806496, 16.42077328, 15.96233205, 25.0, 19.28078959, 15.25730153, 16.08071356, 19.25641229, 12.43901746, 18.31398536, 19.62044034, 25.0, 25.0, 25.0, 25.0, 17.67796941, 25.0, 25.0, 25.0, 25.0, 20.90510613, 14.57491165, 17.96093461, 17.69855851, 20.61076935, 16.08824652, 25.0, 21.9199092, 25.0, 18.90856463, 25.0, 25.0, 21.70136366, 18.13002333, 17.38581287, 25.0, 20.73753409, 25.0, 20.77128595, 18.00810275, 15.54935573, 25.0, 19.78899674, 13.25353058), '4GF')","((25.0, 25.0, 14.96806496, 16.42077328, 15.96233205, 25.0, 19.28078959, 15.25730153, 16.08071356, 19.25641229, 12.43901746, 18.31398536, 19.62044034, 25.0, 25.0, 25.0, 25.0, 17.67796941, 25.0, 25.0, 25.0, 25.0, 20.90510613, 14.57491165, 17.96093461, 17.69855851, 20.61076935, 16.08824652, 25.0, 21.9199092, 25.0, 18.90856463, 25.0, 25.0, 21.70136366, 18.13002333, 17.38581287, 25.0, 20.73753409, 25.0, 20.77128595, 18.00810275, 15.54935573, 25.0, 19.78899674, 13.25353058), 'FATE')"
"((21.01271895, 25.0, 25.0, 18.31659046, 15.4302088, 25.0, 19.68628, 17.27128389, 15.6310691, 18.81567972, 16.77644109, 13.20025259, 15.91889857, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 14.91171241, 25.0, 16.68230404, 25.0, 25.0, 25.0, 20.0819528, 20.65824938, 16.39456538, 25.0, 25.0, 21.54236713, 25.0, 16.84579563, 25.0, 21.32361208, 20.3395934, 25.0, 18.49290288, 13.91912198, 21.23736444, 18.87748731, 12.61665114), 'PS')","((25.0, 25.0, 25.0, 19.98447088, 16.054667, 25.0, 20.5376158, 17.48220187, 17.96823182, 20.10841499, 20.44844737, 14.40744156, 15.94779008, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 15.5867738, 25.0, 17.10149832, 25.0, 25.0, 25.0, 17.23526708, 25.0, 17.67881354, 25.0, 25.0, 23.81128272, 25.0, 16.18772726, 25.0, 22.73263952, 25.0, 25.0, 25.0, 25.0, 19.44377286, 21.6849511, 12.77628334), 'NP')","((25.0, 25.0, 25.0, 19.02205887, 16.67475034, 25.0, 20.4489857, 17.05400566, 15.58683228, 19.79006607, 25.0, 15.1740935, 16.64857445, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 15.57197501, 20.70159164, 18.35122657, 25.0, 25.0, 25.0, 15.60050554, 25.0, 18.47764956, 25.0, 25.0, 24.45747348, 25.0, 16.91174482, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 22.69695284, 25.0, 14.15177224), 'HF')","((25.0, 25.0, 25.0, 23.01628542, 15.95628353, 25.0, 21.13224978, 18.10641603, 15.82160666, 20.07442655, 25.0, 17.55600745, 18.27398951, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 14.3463436, 21.6525586, 17.92933298, 25.0, 25.0, 25.0, 16.33271426, 25.0, 17.5614378, 25.0, 25.0, 22.79685295, 25.0, 17.38687423, 25.0, 22.26579777, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 13.89677335), '4GF')","((25.0, 25.0, 25.0, 23.01628542, 15.95628353, 25.0, 21.13224978, 18.10641603, 15.82160666, 20.07442655, 25.0, 17.55600745, 18.27398951, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 14.3463436, 21.6525586, 17.92933298, 25.0, 25.0, 25.0, 16.33271426, 25.0, 17.5614378, 25.0, 25.0, 22.79685295, 25.0, 17.38687423, 25.0, 22.26579777, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 13.89677335), 'FATE')"
"((18.27122721, 25.0, 12.90076628, 16.45213503, 15.61026695, 19.46864612, 18.08968386, 15.35371061, 16.68111877, 17.58341465, 12.61786614, 15.52864348, 16.24911065, 25.0, 25.0, 25.0, 25.0, 19.52547257, 25.0, 25.0, 25.0, 25.0, 19.49348643, 14.65795233, 19.0961929, 18.24623064, 20.91594191, 15.55807668, 19.37441489, 17.36462082, 25.0, 17.41583947, 19.81969486, 25.0, 20.09397185, 16.54359077, 16.13090826, 18.80655218, 18.29374449, 19.00255183, 18.59390231, 17.20080502, 15.16751805, 22.67215593, 25.0, 13.27151809), 'HF')","((18.46080588, 25.0, 12.26387344, 15.39099284, 15.73160817, 17.47958422, 17.33157013, 14.75374471, 22.60160275, 18.62276718, 12.98928422, 15.84448111, 18.58870183, 25.0, 25.0, 25.0, 25.0, 17.7482504, 25.0, 25.0, 25.0, 25.0, 20.5828153, 15.79059769, 18.35714517, 17.63225857, 21.438116, 17.16191147, 16.96481295, 15.90713174, 25.0, 17.76291661, 25.0, 25.0, 20.39863628, 15.60249188, 16.22101176, 19.9482795, 19.0667456, 18.05867758, 19.34550175, 18.87975395, 18.4229135, 22.61565155, 25.0, 13.5106778), '4GF')","((18.46080588, 25.0, 12.26387344, 15.39099284, 15.73160817, 17.47958422, 17.33157013, 14.75374471, 22.60160275, 18.62276718, 12.98928422, 15.84448111, 18.58870183, 25.0, 25.0, 25.0, 25.0, 17.7482504, 25.0, 25.0, 25.0, 25.0, 20.5828153, 15.79059769, 18.35714517, 17.63225857, 21.438116, 17.16191147, 16.96481295, 15.90713174, 25.0, 17.76291661, 25.0, 25.0, 20.39863628, 15.60249188, 16.22101176, 19.9482795, 19.0667456, 18.05867758, 19.34550175, 18.87975395, 18.4229135, 22.61565155, 25.0, 13.5106778), 'FATE')"
"((25.0, 15.29671428, 25.0, 19.92070578, 15.53097404, 25.0, 25.0, 17.15300834, 25.0, 25.0, 19.5338373, 16.69688204, 13.47843812, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 19.98386514, 25.0, 25.0, 25.0, 25.0, 20.43885446, 18.99128983, 25.0, 25.0, 19.89423851, 18.78684261, 25.0, 18.96024007, 20.05446944, 25.0, 23.14922236, 20.96740727, 17.10523509, 25.0, 19.61077021, 25.0, 25.0, 25.0, 25.0, 25.0, 19.92368002, 12.58903957), 'HF')","((25.0, 15.92796759, 25.0, 19.88080384, 16.24879345, 25.0, 25.0, 18.91490737, 25.0, 21.04159438, 25.0, 19.30836873, 17.27167284, 25.0, 25.0, 25.0, 19.09299772, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 16.91994201, 16.09043014, 25.0, 25.0, 20.87040178, 25.0, 25.0, 17.86446519, 25.0, 25.0, 25.0, 20.78425132, 15.32632229, 25.0, 20.79300031, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 12.87175926), '4GF')","((25.0, 15.92796759, 25.0, 19.88080384, 16.24879345, 25.0, 25.0, 18.91490737, 25.0, 21.04159438, 25.0, 19.30836873, 17.27167284, 25.0, 25.0, 25.0, 19.09299772, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 16.91994201, 16.09043014, 25.0, 25.0, 20.87040178, 25.0, 25.0, 17.86446519, 25.0, 25.0, 25.0, 20.78425132, 15.32632229, 25.0, 20.79300031, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 12.87175926), 'FATE')"
"((25.0, 13.92137198, 25.0, 19.43215511, 16.22289602, 25.0, 25.0, 17.37434705, 25.0, 19.46670094, 25.0, 15.20865561, 17.45061237, 25.0, 25.0, 25.0, 25.0, 16.38506852, 25.0, 25.0, 25.0, 25.0, 19.19451903, 25.0, 18.43716385, 19.84520458, 25.0, 25.0, 20.70993178, 19.15725917, 21.00583864, 18.7021756, 25.0, 21.58215836, 25.0, 25.0, 16.55034116, 25.0, 19.84884346, 25.0, 19.39515387, 25.0, 25.0, 23.80995562, 25.0, 12.44289375), 'PS')","((25.0, 15.83434889, 25.0, 21.17416334, 15.38131845, 25.0, 25.0, 17.46932707, 25.0, 25.0, 25.0, 18.07857792, 14.78566559, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 21.50809478, 25.0, 25.0, 25.0, 25.0, 20.19152233, 25.0, 19.03049611, 25.0, 25.0, 25.0, 25.0, 16.4193964, 25.0, 19.25253154, 25.0, 25.0, 25.0, 25.0, 25.0, 20.82031166, 13.40541286), 'NP')","((25.0, 15.9828617, 25.0, 25.0, 15.53492867, 25.0, 25.0, 16.63255935, 25.0, 25.0, 25.0, 18.73201291, 13.9224394, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 17.76905094, 25.0, 25.0, 25.0, 25.0, 18.02055048, 25.0, 18.20646401, 25.0, 25.0, 25.0, 25.0, 25.0, 20.82488601, 12.49783585), 'HF')","((25.0, 16.13880749, 25.0, 25.0, 15.89209812, 25.0, 25.0, 17.27371948, 20.72320452, 21.50073162, 25.0, 19.99586779, 14.78592678, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.18772765, 25.0, 25.0, 25.0, 25.0, 18.76979753, 25.0, 18.87895946, 25.0, 25.0, 25.0, 25.0, 25.0, 19.56942042, 13.1405066), '4GF')","((25.0, 16.13880749, 25.0, 25.0, 15.89209812, 25.0, 25.0, 17.27371948, 20.72320452, 21.50073162, 25.0, 19.99586779, 14.78592678, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 25.0, 18.18772765, 25.0, 25.0, 25.0, 25.0, 18.76979753, 25.0, 18.87895946, 25.0, 25.0, 25.0, 25.0, 25.0, 19.56942042, 13.1405066), 'FATE')"
"((20.23782803, 25.0, 12.32351942, 16.0326328, 17.10865326, 16.95195894, 16.53144979, 14.89260421, 21.50840411, 18.84137116, 11.88729374, 17.04710594, 17.61219292, 25.0, 25.0, 25.0, 25.0, 17.48957212, 25.0, 19.52307491, 25.0, 25.0, 18.78126255, 14.17618115, 16.48606486, 18.69303483, 20.18426349, 15.92638613, 25.0, 15.88309619, 25.0, 17.1897879, 25.0, 20.75393239, 19.60320014, 16.33920352, 16.88872741, 25.0, 16.1774458, 25.0, 18.30442497, 17.83393834, 16.50810039, 22.56567348, 25.0, 13.26968813), 'HF')","((18.78730355, 25.0, 11.37377079, 15.06064036, 16.4061783, 19.17798893, 16.05694793, 14.08322558, 18.81049396, 19.16100953, 12.26884112, 18.37667512, 19.18283777, 25.0, 25.0, 25.0, 25.0, 15.95148031, 25.0, 17.39186214, 25.0, 25.0, 20.20081913, 13.90662655, 15.80628795, 18.17548432, 20.26678482, 16.55655023, 25.0, 18.13485736, 25.0, 18.0206079, 25.0, 25.0, 19.94755802, 14.99840529, 16.54500795, 25.0, 17.12278485, 25.0, 16.32725709, 16.80785052, 17.49014225, 25.0, 25.0, 12.9441377), '4GF')","((18.78730355, 25.0, 11.37377079, 15.06064036, 16.4061783, 19.17798893, 16.05694793, 14.08322558, 18.81049396, 19.16100953, 12.26884112, 18.37667512, 19.18283777, 25.0, 25.0, 25.0, 25.0, 15.95148031, 25.0, 17.39186214, 25.0, 25.0, 20.20081913, 13.90662655, 15.80628795, 18.17548432, 20.26678482, 16.55655023, 25.0, 18.13485736, 25.0, 18.0206079, 25.0, 25.0, 19.94755802, 14.99840529, 16.54500795, 25.0, 17.12278485, 25.0, 16.32725709, 16.80785052, 17.49014225, 25.0, 25.0, 12.9441377), 'FATE')"
