"((-14.0, -14.0, -14.0, -3.951926528, -0.212432388, -14.0, -5.454481568, -2.516739178, -0.313926307, -4.310485688, -3.392361588, 0.780661633, -1.551381098, -14.0, -14.0, -14.0, -14.0, -3.538160958, -14.0, -14.0, -14.0, -14.0, -14.0, 1.311801063, -5.784203448, -1.318929738, -14.0, -14.0, -14.0, -1.458470858, -14.0, -2.144072128, -14.0, -14.0, -5.320588088, -3.338735118, -0.343033097, -14.0, -6.181070618, -14.0, -14.0, -14.0, 0.192173123, -6.757910608, -14.0, 2.699537613), 'NP')",1143
"((-4.50021514, -3.1663382, -14.0, -3.28039693, 0.4783546, -14.0, -3.59421752, -2.14233299, 0.15234491, -2.88118596, 0.76912145, 1.5440968, -1.18185373, -14.0, -14.0, -14.0, -14.0, -1.16074505, -14.0, -4.26068487, -14.0, -14.0, -14.0, 1.64061657, -3.45262228, -1.71238431, -4.43537554, -3.71187885, -5.5659843, -14.0, -14.0, -1.97130887, -5.51014954, -14.0, -5.54280695, -4.47943424, -0.31194094, -2.96389551, -4.9022943, -3.33852896, -4.67664939, -2.88277405, 0.2881066, -14.0, -14.0, 1.80489521), 'PS')",2018
"((-14.0, 0.676697257, -14.0, -14.0, -0.456669573, -14.0, -14.0, -1.311424243, -14.0, -4.287401813, -14.0, 0.833002307, -1.829648083, -14.0, -14.0, -14.0, -3.491053483, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -1.527808493, -14.0, -14.0, -14.0, -4.872504633, -14.0, -1.876417363, -14.0, -4.042914013, -7.250578943, -14.0, -0.563830223, -14.0, -5.827807803, -14.0, -3.586503413, -14.0, -14.0, -9.016603473, -14.0, 2.896917158), 'NP')",713
"((-4.161136068, -14.0, -14.0, -3.862304978, 0.121550413, -14.0, -4.492348008, 0.210354573, 0.615159443, -4.330160438, 0.611498963, 0.874367503, -2.201439138, -14.0, -14.0, -14.0, -14.0, -4.371702228, -14.0, -14.0, -14.0, -14.0, -14.0, 1.820632693, -4.010892498, -2.616617498, -14.0, -14.0, -14.0, -14.0, -14.0, -0.906028028, -14.0, -14.0, -4.042454468, -14.0, -0.820287577, -14.0, -3.380724278, -4.857925518, -14.0, -1.561146098, 1.123420633, -14.0, -14.0, 1.604765193), 'PS')",2017
"((-14.0, -14.0, -14.0, -2.011740993, -0.396851112, -14.0, -5.666533493, -2.064718923, 0.678265848, -3.005499633, -0.413145282, 1.020823888, -2.274019243, -14.0, -14.0, -14.0, -4.813894783, -2.915336503, -14.0, -14.0, -14.0, -14.0, -14.0, 0.626213228, -14.0, -1.558333483, -14.0, -14.0, -14.0, -4.613258853, -14.0, -1.394121563, -14.0, -14.0, -4.687847283, -6.389563733, -0.792067302, -14.0, -6.793843893, -5.328566183, -14.0, -3.198906333, 1.564083688, -14.0, -14.0, 2.583039978), 'PS')",2038
"((-5.614133925, -14.0, 0.748516285, -1.265269955, -0.620677615, -4.872083995, -2.368114305, -0.220366005, -3.682313025, -2.826809875, 1.405525555, 1.017264605, -0.228651415, -3.203708875, -14.0, -2.618294935, -14.0, -1.651126025, -14.0, -14.0, -14.0, -4.411967425, -5.366224065, 0.448036455, -3.043259215, -0.895376905, -14.0, -4.080132005, -14.0, -14.0, -14.0, -1.099744265, -14.0, -7.301492145, -6.114489035, -4.011130885, -0.664351045, -14.0, -0.384476885, -14.0, -5.112533935, -4.291004795, 0.694249835, -7.142808425, -3.692258005, 2.384772925), 'PS')",2078
"((-5.492433148, -14.0, -14.0, -14.0, 0.162599313, -14.0, -1.825390858, -2.056538648, 1.756809643, -3.792757478, -3.261196758, 1.448982203, 0.051043933, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, 0.996414213, -14.0, -1.549215558, -14.0, -14.0, -14.0, -1.489256228, -14.0, -1.867375388, -14.0, -14.0, -5.299548398, -3.858085848, -0.318982347, -14.0, -6.068183658, -14.0, -5.358489838, -4.993782528, -2.921140978, -4.672818728, -4.719079888, 2.023758423), 'NP')",1478
"((-4.92423081, -14.0, 2.51986119, -0.28772938, -0.46831478, -2.50851473, -2.82993686, 1.05758601, -1.21718403, -1.44912105, 3.46749022, 0.01691197, -0.76940736, -14.0, -14.0, -14.0, -14.0, -2.02344427, -14.0, -1.89444529, -14.0, -3.25419038, -4.50939617, 0.87225478, -2.57463609, -2.19069591, -2.91795466, -0.10451812, -14.0, -0.61409809, -14.0, -1.31670754, -14.0, -6.00421388, -5.95035967, -0.21950594, -0.71355532, -14.0, -4.50342618, -14.0, -4.40764473, -1.73787134, 1.45534611, -7.649499, -4.22736042, 2.49857764), 'HF')",19
"((-3.555389085, -14.0, 2.056678765, -0.880253145, -0.461672325, -3.072291345, -2.657290335, 0.122324635, -0.195675055, -2.344254305, 2.451001955, 0.410116835, -1.721202775, -14.0, -14.0, -14.0, -14.0, -3.435949165, -14.0, -14.0, -14.0, -5.029003415, -4.809694655, 1.807649635, -2.421643805, -1.197310265, -14.0, -14.0, -2.733408425, -0.527909295, -14.0, -1.666293265, -14.0, -14.0, -4.591999665, -14.0, -0.501905765, -14.0, -14.0, -14.0, -5.006035935, -3.178133385, 0.827497405, -5.311202985, -3.080142445, 2.629871355), 'HF')",15
"((-3.338832138, -14.0, -0.593107278, -0.974085838, -0.357882478, -3.423294818, -2.648944068, 1.301046033, -5.783097498, -2.126537578, 1.708220403, -0.617237918, -0.743935348, -5.210218158, -4.225595818, -4.636625408, -14.0, -2.498832508, -14.0, -2.356833378, -14.0, -3.278121918, -5.657759388, 1.031364723, -4.058416488, -1.591101768, -3.926202188, -0.771162918, -14.0, -14.0, -14.0, -1.323941078, -4.167166328, -7.546916328, -7.718846518, -3.242838718, -1.152350528, -3.320873838, -1.883315098, -3.876315488, -14.0, -3.443735228, -0.189962788, -8.221541928, -4.446470948, 2.834174083), 'NP')",1135
"((-14.0, -14.0, -14.0, -1.535994073, 0.363092007, -14.0, -8.056845193, -2.393052243, -5.346314893, -3.205474273, -0.531310413, 1.129326118, -0.973392732, -4.456967033, -14.0, -14.0, -14.0, -14.0, -14.0, -2.934504003, -14.0, -5.236998883, -14.0, 0.107054778, -5.037800813, -1.086489293, -5.466893053, -14.0, -14.0, -14.0, -14.0, -0.522471543, -4.777960343, -6.055516493, -6.923512103, -5.621121893, -2.111659603, -14.0, -3.947124723, -14.0, -14.0, -2.366732763, -0.925700903, -5.275896713, -2.896989873, 2.271039138), 'PS')",2166
"((-14.0, 1.73578685, -14.0, -5.17423071, -0.94070235, -14.0, -14.0, -0.91001789, -4.83046271, -3.86243354, -14.0, -0.97478838, -1.37410274, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -6.01204063, -1.13219032, -2.12036451, -14.0, -2.01266134, -14.0, -14.0, -5.65057625, -2.05244339, -14.0, -14.0, -4.97720102, -14.0, -0.8378497, -14.0, -4.84921884, -14.0, -1.36922988, -14.0, -14.0, -14.0, -14.0, 3.83099544), 'HF')",31
"((-3.796367145, -14.0, 0.590576595, -0.103716985, 0.151651425, -2.027036645, -1.342960865, 1.346523665, -0.741839125, -1.245583445, 3.515614965, 0.441025575, -2.165067895, -14.0, -14.0, -14.0, -14.0, -1.528225715, -14.0, -2.036345705, -14.0, -14.0, -14.0, 2.173568075, -2.908585375, -1.169666495, -4.869310285, -1.083505885, -14.0, -3.269497655, -14.0, -0.762891655, -14.0, -14.0, -4.781546495, -0.207996995, -2.124996845, -14.0, -3.917803745, -14.0, -2.468824845, -0.632433185, 1.361804915, -5.086114835, -4.005944945, 2.736237075), 'HF')",7
"((-14.0, 0.256535115, -14.0, -4.487258265, -0.077120115, -14.0, -14.0, -2.070292145, -14.0, -4.644544035, -2.997249975, 1.043266505, 1.482756035, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -14.0, -3.145431895, -14.0, -14.0, -14.0, -2.958211305, -6.029341875, -1.292855135, -14.0, -14.0, -14.0, -14.0, -1.468276655, -14.0, -5.041074445, -14.0, -4.908139635, -14.0, -14.0, -14.0, -5.309792875, 2.838251905), 'PS')",1330
"((-4.092727448, -14.0, -2.352720768, -2.580120048, 0.163191612, -4.833500688, -4.656807468, 0.669933192, 0.577133042, -2.090298958, 2.259474813, 1.834744063, -2.471808938, -14.0, -14.0, -14.0, -14.0, -0.235612018, -14.0, -14.0, -14.0, -14.0, -14.0, 2.562451673, -4.088275238, -1.260629488, -14.0, -14.0, -3.003697698, -1.236692878, -14.0, -2.718696658, -14.0, -14.0, -3.466771188, -3.927082108, -0.291071878, -14.0, -14.0, -14.0, -14.0, -5.126101888, 0.891583362, -5.709822678, -14.0, 2.846576923), 'HF')",7
"((-14.0, -14.0, 1.116383713, -0.859113628, 0.266459192, -14.0, -5.508062808, -0.491093978, -2.609162948, -2.253868258, 2.890827173, -1.655224528, -1.447944208, -14.0, -14.0, -14.0, -14.0, -0.773983928, -14.0, -4.167259628, -14.0, -14.0, -14.0, 0.903858182, -2.091401948, -1.018894448, -4.929812228, -1.063700858, -14.0, -14.0, -14.0, -1.799026168, -4.291096468, -14.0, -5.827990008, -2.433920548, -0.831226478, -14.0, -6.183386658, -14.0, -4.843355508, -2.099245788, -1.419666438, -6.672131258, -2.645599228, 2.363793453), 'HF')",3
